ID,TÍTULO,PROPRIETÁRIO,ESTADO,SUPORTE,DATA DE INSCRIÇÃO,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,DATA DA SITUAÇÃO,WEBSITE,DISTRITO SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO
124551,Portucália,"Arca das Letras, Edições Culturais, Lda",Inativo,Papel,2004-07-22,Nacional,,,Registo Cancelado Oficiosamente,2008-10-10,,Porto,Gondomar,
124552,Revista Poster,"MCE - Média Capital Edicões, Lda",Inativo,Papel,2004-07-22,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-07-25,,Lisboa,Sintra,
124553,Portal NOS,"NOS Comunicações, S.A.",Inativo,Online,2004-07-22,Nacional,Informação Geral,Diária,Registo Cancelado,2015-12-14,,Porto,Matosinhos,
124554,Disney Ponto de Cruz,"Edimpresa - Editora, Lda",Inativo,Papel,2004-07-27,Nacional,,Bimestral,Registo Cancelado Oficiosamente,2009-12-29,,Lisboa,Oeiras,
124555,Til de Portimão,Alexandre Miguel Alves Marques Pereira,Inativo,Papel,2004-07-28,Regional,,Mensal,Registo Cancelado Oficiosamente,2009-10-23,,Faro,Portimão,Portimão
124556,Arquitector,"Work Media - Comunicação, SA",Inativo,Papel/Online,2004-07-28,,,Mensal,Registo Cancelado,2005-01-11,,Lisboa,Lisboa,
124557,Otejo.com,Samuel Cardoso da Fonseca,Inativo,Papel,2004-07-28,Regional,,Mensal,Registo Cancelado Oficiosamente,2008-06-20,www.otejo.com,Santarém,Alpiarça,
124558,"Bretenando, o",Fábrica da Igreja Paroquial da Freguesia de Britiande,Inativo,Papel,2004-07-28,Regional,Informação Geral,Mensal,Registo Cancelado,2014-12-31,,Viseu,Lamego,
124559,Recreio,"Cena Editorial - Edição de Publicações Periódicas, S.A.",Inativo,Papel,2004-08-02,Nacional,,Quinzenal,Registo Cancelado Oficiosamente,2008-06-23,,Lisboa,Lisboa,Lisboa
124560,Linha do Tamega,"Linha do Tâmega, Edições Unipessoal,  Ldª.",Inativo,Papel,2004-08-02,Regional,,Quinzenal,Registo Cancelado Oficiosamente,2008-05-14,,Porto,Amarante,Vila Caiz
124561,Novo Astral,"Cena Editorial - Edição de Publicações Periódicas, S.A.",Inativo,Papel,2004-08-02,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-04-21,,Lisboa,Lisboa,
124562,Azul Caixa Geral de Depósitos,"Caixa Geral de Depósitos, S.A.",Inativo,Papel,2004-08-02,Nacional,,Bimensal,Registo Cancelado,2012-02-26,,Lisboa,Lisboa,
124563,Panorama da Logistica,"IF Executives-Edições e Formação, SA.",Inativo,Papel,2004-08-02,Nacional,,Anual,Registo Cancelado Oficiosamente,2009-05-04,,Lisboa,Lisboa,
124564,Anuário dos Centros Comerciais,Associação Portuguesa de Centros Comerciais,Inativo,Papel,2004-08-02,Nacional,Informação Especializada,Anual,Registo Cancelado,2014-04-04,,Lisboa,Cascais,
124565,Mesa Magazine,"Miguel Nogueira - Unipessoal, Lda",Inativo,Papel,2004-08-03,Nacional,Informação Especializada,Bimestral,Registo Cancelado,2013-06-26,http://mesamagazine.no.sapo.pt,Porto,Vila do Conde,Guilhabreu
124566,Domingo Liberal,"Domingo Liberal, Semanário Nacional da Liberdade, SA",Inativo,Papel,2004-08-03,,,Semanal,Registo Cancelado Oficiosamente,2007-10-19,,Lisboa,Lisboa,
124567,Boxing - Desportos de Combate & Fitness,"Algarve Mais - Comunicação e Imagem, Unipessoal, Lda",Inativo,Papel,2004-08-05,Nacional,,Mensal,Registo Cancelado Oficiosamente,2010-07-09,,Faro,Silves,8365-909 Armação de Pêra
124568,Congressos & Eventos,Cotacp - Companhia de Organização Técnica e Administrativa de Congressos de Portugal,Inativo,Papel,2004-08-12,,,Trimestral,Registo Cancelado,2006-02-02,,Lisboa,Cascais,
124569,Fora de Série,"ST & SF - Sociedade de Publicações, Lda.",Inativo,Papel,2004-08-12,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2016-07-29,www.economico.pt,Lisboa,Lisboa,
124570,News Porto,António José Fortes Marques Correia,Inativo,Papel,2004-08-12,,,Semanal,Registo Cancelado Oficiosamente,2007-04-24,,Coimbra,Coimbra,
124571,Binário Topo de Gama,"Globinóplia Unipessoal, Lda.",Inativo,Papel,2004-08-12,Regional,Informação Especializada,Mensal,Registo Cancelado,2014-02-12,,Aveiro,Oliveira de Azeméis,
124572,Guia do Contribuinte,"ST & SF - Sociedade de Publicações, Lda.",Inativo,Papel,2004-08-12,Nacional,,Quinzenal,Registo Cancelado,2008-06-24,,Lisboa,Lisboa,
124573,Todos os Gatos,"Dreamscape, Edições, Design e Comunicação, Lda",Inativo,Papel,2004-08-12,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-08-08,,Lisboa,Lisboa,
124574,Boletim Hiper Activo,Clube Hiper - Activo Cultura e Lazer,Inativo,Papel,2004-08-12,Regional,Informação Geral,Quadrimestral,Registo Cancelado,2014-10-20,,Lisboa,Mafra,
124575,Jornal de Mondim,João Diogo Alarcão de Carvalho Branco,Inativo,Papel,2004-08-13,Regional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2012-11-10,www.ojornaldemondim.com,Vila Real,Mondim de Basto,
124576,Fun News,Pedro Alexandre Martins Linhares,Inativo,Papel/Online,2004-09-13,,,Semanal,Registo Cancelado Oficiosamente,2007-11-21,,Braga,Barcelos,Barcelos
124577,Canallagos,Webzip-Informática e Comunicação Lda,Inativo,Online,2004-09-13,Nacional,Informação Geral,Diária,Registo Cancelado,2013-09-12,www.canallagos.com,Faro,Lagos,Lagos
124578,Magnolia,"Magnoliasport - Editora, Lda",Inativo,Papel,2004-09-13,Nacional,,Bimestral,Registo Cancelado Oficiosamente,2008-08-08,,Lisboa,Cascais,
124579,Catequistas,Província Portuguesa da Sociedade Salesiana - Corporação Missionária,Inativo,Online,2004-09-13,Nacional,Doutrinária,Mensal,Registo Cancelado Oficiosamente,2018-10-25,www.edisal.salesianos.pt,Porto,Porto,
124580,Notícias do Condomínio,"Nova Franquiger, SA.",Inativo,Papel,2004-09-13,Nacional,Informação Especializada,Quadrimestral,Registo Cancelado,2023-01-19,,Lisboa,Sintra,Abrunheira
124581,Telma,"Edirevistas - Sociedade Editorial, S.A.",Inativo,Papel,2004-09-13,,,Bimestral,Registo Cancelado,2006-02-02,,Lisboa,Lisboa,
124582,"Marinhense , o","(Canc.2006) Edições Dom Dinis - Publicações Periódicas e Marketing, Lda",Inativo,Papel,2004-09-13,Regional,Informação Geral,Anual,Registo Cancelado,2006-02-02,,Leiria,Marinha Grande,Engenho
124583,Jornal das PME,Rita Maria Mota de Campos Alves da Silva,Inativo,Papel/Online,2004-09-14,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2016-09-09,,Lisboa,Lisboa,
124584,Fiesta!,"O.L.C. Unipessoal, Lda.",Ativo,Papel/Online,2004-09-17,Regional,Informação Geral,Mensal,Registo Definitivo,2004-09-17,https://www.revistafiesta.pt,Ilha da Madeira,Câmara de Lobos,Câmara de Lobos
124585,Opticapro,"Editora Codigopro - Edição de Publicações Periódicas Unipessoal, Lda",Ativo,Papel/Online,2004-09-17,Nacional,Informação Especializada,Mensal,Registo Definitivo,2004-09-17,www.opticapro.pt,Porto,Porto,Porto
124586,Cozinha Natural,"Editora Mercuriana, Comunicação e Publicidade Ldª.",Inativo,Papel,2004-09-17,Nacional,,Mensal,Registo Cancelado Oficiosamente,2009-07-03,,Lisboa,Lisboa,Lisboa
124587,Tele Filmes,Tiago Mendes de Freitas Leal,Inativo,Papel,2004-09-27,,,Mensal,Registo Cancelado,2005-02-09,,Lisboa,Lisboa,
124588,Jornal de Loures,"Losango Mágico, Publicações e Publicidade, Lda",Inativo,Papel,2004-09-27,Regional,,Semanal,Registo Cancelado Oficiosamente,2008-12-05,,Lisboa,Loures,Loures
124589,Volante,"Impresa Publishing, S.A.",Inativo,Online,2004-10-01,Nacional,Informação Especializada,Diária,Registo Cancelado,2020-07-15,www.volantesic.pt,Lisboa,Oeiras,Paço d' Arcos
124590,Futebol Magazine,Hugo Alexandre da Conceição Correia,Inativo,Papel,2004-10-01,,,Mensal,Registo Cancelado Oficiosamente,2007-07-19,,Portalegre,Avis,
124591,Digital de Vizela,Manuel Mendes Marques,Ativo,Online,2004-10-01,Nacional,Informação Geral,Diária,Registo Definitivo,2004-10-01,www.digitaldevizela.com,Braga,Vizela,Vizela
124592,Guia do Linux,Maria de Jesus Motaco Nisa,Inativo,,2004-10-12,,,Mensal,Registo Cancelado,2006-02-02,,Portalegre,Castelo de Vide,Lisboa
124593,Margens do Vouga,"Tavares & Pereira, Publicações Periódicas, Ldª.",Inativo,Papel,2004-10-12,Regional,,Quinzenal,Registo Cancelado Oficiosamente,2008-11-20,,Aveiro,Sever do Vouga,
124594,Diplomacia Pura,Francisco Maria Moniz de Bettencourt Botelho,Inativo,Papel,2004-10-12,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2008-04-21,,Lisboa,Lisboa,Lisboa
124595,Intransigente,"EDF Edições Unipessoal, Ldª.",Inativo,Papel,2004-10-12,Nacional,,Semanal,Registo Cancelado,2009-10-23,,Vila Real,Chaves,Chaves
124596,Jornal Casas do Oeste,"Maria Matos - Agência de Contabilidade, Marketing e Publicações, Lda",Inativo,Papel,2004-10-12,Regional,,Semestral,Registo Cancelado Oficiosamente,2010-02-04,,Lisboa,Lourinhã,
124597,Foto Plus,"Beprofit - Serviços de Marketing, Logística, Distribuição e Publicações, Lda",Inativo,Papel,2004-10-12,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2012-05-30,,Lisboa,Sintra,
124598,Chick - Intimate Cult,"Global Chick, Publicações , Lda.",Inativo,Papel,2004-10-14,Nacional,Informação Especializada,5 x ano,Registo Cancelado Oficiosamente,2015-02-10,,Porto,Póvoa de Varzim,
124599,Guia do Outsourcing,"Figure's - Edições e Publicações, Lda",Inativo,Papel,2004-10-14,,,Anual,Registo Cancelado Oficiosamente,2007-12-07,,Lisboa,Lisboa,
124600,Esperança,"Cena Editorial - Edição de Publicações Periódicas, S.A.",Inativo,Papel,2004-10-18,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-06-23,,Lisboa,Sintra,Barcarena
,Boletim Informativo - Junta de Freguesia de Rio de Mouro,Junta de Freguesia de Rio de Mouro,Inativo,Papel,2004-10-21,Regional,Informação Geral,Trimestral,Anotação Cancelada,2014-02-05,,Lisboa,Sintra,
124601,"Pirilampo, o",Clube de Campismo de S. João da Madeira,Inativo,Papel,2004-10-22,Regional,Informação Geral,Trimestral,Registo Cancelado,2014-12-22,,Aveiro,São João da Madeira,
124602,Ágil,Liga dos Combatentes,Ativo,Papel,2004-10-25,Regional,Informação Especializada,Trimestral,Registo Definitivo,2020-12-28,,Faro,Olhão,Olhão
124603,Oeste Online,Associação Oeste - Informação Online,Inativo,Online,2004-10-29,Nacional,Informação Geral,Diária,Registo Cancelado,2014-05-19,www.oesteonline.pt,Leiria,Caldas da Rainha,Apartado 501
124604,Ao Encontro dos Portuenses,Ideias Maiores - Concepção e Produção de Projectos,Inativo,Papel,2004-10-29,,,Mensal,Registo Cancelado,2006-02-01,,Coimbra,Coimbra,
124605,Visual,Adelino Humberto da Cruz Quaresma,Inativo,,2004-11-03,,,Mensal,Registo Cancelado,2006-02-01,,Lisboa,Amadora,
124606,Incentivo,"Escrever e Editar - Edição de Publicações, Lda",Ativo,Online,2004-11-03,Regional,Informação Geral,Diária (dias úteis),Registo Definitivo,2004-11-03,https://www.jornalincentivo.com,Ilha do Faial,Horta,Horta
124607,Motricidade,"Sílabas Didáticas Unipessoal, Lda.",Ativo,Online,2004-11-04,Nacional,Informação Especializada,Anual,Registo Definitivo,2004-11-04,http://revistas.rcaap.pt/motricidade,Vila Real,Vila Real,Lordelo
124608,Cê - Revista de Ciomunicação e Marketing,"Simplesmente Comunicando-Edição de Revistas, Ldª.",Inativo,Papel,2004-11-04,Nacional,,Bimestral,Registo Cancelado Oficiosamente,2008-11-21,,Lisboa,Lisboa,
124609,Netrápida,"Beprofit - Serviços de Marketing, Logística, Distribuição e Publicações, Lda",Inativo,Papel,2004-11-04,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-12-17,,Lisboa,Sintra,Rinchoa
124610,Voz da Maia,Jorge Luis da Costa Catarino,Inativo,Papel,2004-11-04,Regional,,Mensal,Registo Cancelado Oficiosamente,2008-04-22,,Coimbra,Coimbra,
124611,Jornal Voz de Mértola,"3WX Internet e Multimédia, Lda",Inativo,Papel,2004-11-04,,,Mensal,Registo Cancelado,2006-02-26,,Beja,Mértola,
124612,Planeta d' Água,"Planeta-Sub, Serviços e Actividades Desportivas, Unipessoal, Ldª.",Inativo,Papel/Online,2004-11-09,Nacional,Informação Especializada,Anual,Registo Cancelado,2014-04-03,www.planetadagua.com,Lisboa,Lisboa,
124613,Idearte-Revista de Teorias e Ciências da Arte,Rui Alberto de Oliveira Lopes,Inativo,Papel/Online,2004-11-11,,,Trimestral,Registo Caducado,2007-08-07,www.idearte.org,Setúbal,Almada,Cacilhas
124614,Afinidades,Associação Divulgadora Casa-Museu Abel Salazar,Inativo,Papel,2004-11-11,Nacional,,Semestral,Registo Cancelado Oficiosamente,2008-07-25,,Porto,Matosinhos,
124615,Manifesto,Fórum Manifesto-  Centro de Estudos Sociais e Políticos,Inativo,Papel,2004-11-16,,,Quadrimestral,Registo Cancelado Oficiosamente,2007-09-14,www.manifesto.com.pt,Lisboa,Lisboa,
124616,Invest,"Debate Presente - Informação Essencial, Lda.",Inativo,Papel,2004-11-19,Nacional,Informação Geral,Mensal,Registo Cancelado,2016-03-23,www.revistainvest.pt,Leiria,Leiria,
124618,Irresistível,"Edimpresa - Editora, Lda",Inativo,,2004-11-24,,,Bimestral,Registo Cancelado,2006-08-03,,Lisboa,Lisboa,
124619,Rotas do Mundo,"Medipress - Sociedade Jornalística e Editorial, Lda",Inativo,Papel,2004-11-24,Nacional,Informação Especializada,Mensal,Registo Cancelado,2011-05-25,www.edimpresa.pt,Lisboa,Oeiras,
124620,Primeira Página,"Cantani-Edição, Comunicação e Publicidade, Ldª.",Inativo,Papel,2004-11-24,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-08-11,,Setúbal,Palmela,Palmela
124617,Negócios e Notícias,"TagusMedia, Lda",Inativo,Papel,2004-11-25,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2012-07-04,,Santarém,Santarém,
124621,Estimação,Alexandra Saldanha Waddell Morais Pereira,Inativo,Papel,2004-11-30,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-06-24,,Guarda,Seia,
124622,Entre Colunas,Centro de Estudos Tradicionais Afonso Domingues,Inativo,Papel,2004-11-30,Nacional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2012-11-10,,Lisboa,Lisboa,
124623,Cienciapt.net,"TMedia - Tecnologias Informação, Lda",Inativo,Online,2004-11-30,Nacional,Informação Geral,Diária,Registo Cancelado Oficiosamente,2015-11-12,www.ciencia.net,Santarém,Cartaxo,
124624,Essential Madeira,"Open Media - Design e Publicações, SA",Inativo,,2004-11-30,,,Semestral,Registo Cancelado,2005-11-21,,Faro,Lagoa (Algarve),Apartado 59
124625,Revista de Portugal,Amigos do Solar Condes de Resende-Confraria Queirosiana,Ativo,Papel/Online,2004-11-30,Nacional,Informação Geral,Anual,Registo Definitivo,2004-11-30,https://www.queirosiana.pt;confrariaqueirosiana.blogspot.pt,Porto,Vila Nova de Gaia,Canelas
124626,Rotações Magazine,"ISL - Ideias Sem Limites, Lda",Inativo,,2004-11-30,,,Mensal,Registo Cancelado Oficiosamente,2007-11-21,,Região Autónoma dos Açores,Ponta Delgada,
124627,Pastoral Catequética,Fundação Secretariado Nacional da Educação Cristã,Inativo,Papel,2004-11-30,Nacional,Doutrinária,Quadrimestral,Registo Cancelado,2022-01-19,,Lisboa,Lisboa,Lisboa
124628,Re (habilitar) - Revista da Essa,Santa Casa da Misericórdia de Lisboa - Escola Superior de Saúde do Alcoitão,Inativo,Papel,2004-12-02,Regional,Informação Especializada,Bianual,Registo Cancelado,2014-08-27,,Lisboa,Lisboa,
124629,Senior Forum Magazine,"Escrito e Lido - Edições Periódicas e Multimédia, Lda",Inativo,Papel,2004-12-06,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-08-08,,Lisboa,Lisboa,
124630,Intuitiva,Marcos Barbosa Rodrigues,Inativo,Papel,2004-12-07,,,Mensal,Registo Cancelado,2006-02-02,,Lisboa,Lisboa,
124631,Gestão do Condomínio o Jornal,"Logout - Tecnologias de Informação, Lda",Inativo,Papel,2004-12-07,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-06-23,,Guarda,Guarda,
124633,Servos do Bom Pastor,Pia União dos Servos do Bom Pastor,Inativo,Papel,2004-12-14,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2009-09-25,,Leiria,Leiria,
124634,"Remo , o",Federacao Portuguesa de Remo,Inativo,Papel,2004-12-16,,,Trianual,Registo Cancelado Oficiosamente,2007-11-21,,Lisboa,Lisboa,
124635,Metro,"Metro International, S.A.",Inativo,Papel/Online,2004-12-16,Nacional,Informação Geral,Diária,Registo Cancelado,2016-10-04,www.readmetro.com,Lisboa,Lisboa,
124636,Corpo de Mulher,José Manuel Madureira Borges da Rocha,Inativo,Papel,2004-12-17,Nacional,Informação Especializada,Bimestral,Registo Cancelado Oficiosamente,2016-12-20,,Lisboa,Lisboa,
124637,Potencial Humano,José Luís Ramos Soares,Inativo,Papel,2004-12-17,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2008-06-24,,Lisboa,Sobral de Monte Agraço,Portela
124638,Conservar Património,Associação Profissional de Conservadores-Restauradores de Portugal,Inativo,Papel,2004-12-17,Nacional,,Semestral,Registo Cancelado Oficiosamente,2011-07-22,,Lisboa,Lisboa,Lisboa
124639,Barómetro da Comunicação,Obercom - Observatório da Comunicação,Inativo,Online,2004-12-17,Nacional,Informação Especializada,Anual,Registo Cancelado Oficiosamente,2017-11-21,www.obercom.pt,Lisboa,Lisboa,
124640,Azores Digital,"Via Oceânica - Marketing e Informática, Lda.",Inativo,Online,2004-12-20,Nacional,Informação Geral,Diária,Registo Cancelado Oficiosamente,2019-07-26,http://www.azoresdigital.com,Região Autónoma dos Açores,Angra do Heroísmo,Açores
124642,D'Angeja - Mensário Cultural e Informativo,Associação Os Amigos do Jornal D'Angeja,Ativo,Papel,2005-01-03,Regional,Informação Geral,Mensal,Registo Definitivo,2021-02-05,,Aveiro,Albergaria-a-Velha,Angeja
124643,Alimentária - Inf. Al.-Higiene e Seg. Alimentos,Isabel Maria Fernandes Silva Brochado Coutinho,Inativo,Papel,2005-01-03,,,,Registo Cancelado Oficiosamente,2007-07-19,,Coimbra,Coimbra,
124644,Outsourcing Magazine,Formas de Comunicar - Edições e Comunicação Ldª,Inativo,Papel,2005-01-03,,,Mensal,Registo Cancelado,2006-02-01,,Lisboa,Oeiras,
124645,"Nossos Gatos ,os","One Friend Editora, Ldª",Inativo,Papel,2005-01-03,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-06-23,,Lisboa,Lisboa,Feijó
124641,Peso Perfecto,"Kiluva Portuguesa Nutrição e Dietética, Lda",Inativo,Papel,2005-01-05,Nacional,Informação Especializada,Anual,Registo Cancelado Oficiosamente,2022-11-09,,Lisboa,Sintra,Abrunheira
124646,Kore,"Proap - Estudos e Projectos de Arquitectura Paisagistca, Lda",Inativo,Papel,2005-01-11,,,Trimestral,Registo Cancelado,2006-02-02,,Lisboa,Lisboa,
124647,AlgarveDesporto,Rui Manuel das Dores Marques,Inativo,Online,2005-01-11,Regional,,Diária,Registo Cancelado Oficiosamente,2011-07-07,,Faro,Lagoa (Algarve),
124648,Portugal In,"Companhia das Amendoeiras - Publ., Publicações e Marketing P/Desenvolvimento do Turismo, Unip.,Lda",Inativo,Papel,2005-01-11,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2009-01-27,,Faro,Portimão,
124649,Montejunto Online,Luis Miguel Ferreira Quina Ribeiro,Inativo,Papel/Online,2005-01-11,Nacional,,Diária,Registo Cancelado Oficiosamente,2008-04-22,,Lisboa,Cadaval,
124650,Arquitector,"Work Media - Comunicação, SA",Inativo,Papel,2005-01-11,,,Mensal,Registo Cancelado,2006-01-10,,Lisboa,Lisboa,
124651,Pneus Magazine,Formas de Comunicar - Edições e Comunicação Ldª,Inativo,Papel,2005-01-11,Nacional,,Bimestral,Registo Cancelado Oficiosamente,2008-02-29,,Lisboa,Lisboa,Algês
124652,Reviver,Associacao dos Antigos Alunos da Escola Industrial e Comercial de Braga,Inativo,Papel,2005-01-14,Regional,Informação Geral,Trimestral,Registo Cancelado,2013-03-22,,Braga,Braga,Braga
124653,Business Partner - Som & Imagem,Formas de Comunicar - Edições e Comunicação Ldª,Inativo,Papel,2005-01-18,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-02-28,,Lisboa,Oeiras,
124654,Marte,Associação de Estudantes de Artes Plásticas e Design,Inativo,Papel,2005-01-18,Nacional,Informação Geral,Anual,Registo Cancelado Oficiosamente,2014-12-31,,Lisboa,Lisboa,
124655,O Basto,Ad Basto - Associação de Desenvolvimento Técnico Profissional das Terras de Basto,Ativo,Papel,2005-01-19,Regional,Informação Geral,Mensal,Registo Definitivo,2005-01-19,,Braga,Cabeceiras de Basto,Refojos de Basto
124656,Hotéis de Sonho,"Turista Acidental - Edições, Ldª",Inativo,Papel,2005-01-19,Nacional,,Semestral,Registo Cancelado Oficiosamente,2010-05-26,,Lisboa,Cascais,Parede
124657,You & Us,Fernando Carlos Cordeiro de Oliveira Paula Vicente,Inativo,Online,2005-01-19,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2009-01-27,,Lisboa,Lisboa,
124658,Estrada Real,Real Associação de Lisboa,Inativo,,2005-01-25,,,Trimestral,Registo Cancelado,2006-02-24,,Lisboa,Lisboa,
124659,Notícias do Centro,"Centro Plus - Edição e Publicidade, Lda",Inativo,Papel,2005-01-25,Regional,Informação Geral,Quinzenal,Registo Cancelado Oficiosamente,2012-08-20,,Leiria,Pombal,
124660,Cerimónia,"Publicerimónia - Publicações Especializadas em Alta Costura, Lda",Inativo,Papel,2005-01-25,Nacional,,Trimestral,Registo Cancelado Oficiosamente,2009-10-14,www.cerimonia.pt,Lisboa,Lisboa,
124661,Porto Novo,"Publidiário Comunicação, Publicidade e Internet, Lda.",Inativo,Papel,2005-01-25,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-08-25,www.portonovo.pt,Viana do Castelo,Viana do Castelo,
124662,APMA - Revista de Mecanização Agrária,APMA - Associação Portuguesa de Mecanização Agrária,Inativo,Papel,2005-01-25,Nacional,,Bimestral,Registo Cancelado Oficiosamente,2008-12-17,,Lisboa,Lisboa,
124663,2Pontos:,"Porto Editora, Lda",Inativo,Papel,2005-01-25,Nacional,Informação Especializada,Trimestral,Registo Cancelado,2012-12-31,,Porto,Porto,Porto
124664,África Today,Cláudia Marina Abrantes da Silva Cardoso Rita,Inativo,Papel,2005-01-25,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2017-04-10,www.africatodayonline.com,Lisboa,Lisboa,Lisboa
124665,Revista dos Combatentes,"TradicionalPress - Produções Jornalísticas, S.A.",Inativo,Papel,2005-02-01,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2008-08-11,,Lisboa,Lisboa,
124666,Tom & Jerry,Turner Entertainment CO.,Inativo,Papel,2005-02-02,Nacional,,Mensal,Registo Cancelado,2011-02-25,,Lisboa,Lisboa,
124667,Cultos do Campo Branco,Rui Manuel Santos Rosa,Inativo,Papel/Online,2005-02-02,Regional,Informação Geral,Mensal,Registo Cancelado,2014-09-15,www.revistacultos.com,Beja,Ourique,Apartado 845 - Monte Rolão
124668,Cozinha Semanal,"Presspeople - Edição de Publicações, Lda",Inativo,Papel,2005-02-03,Nacional,,Semanal,Registo Cancelado Oficiosamente,2011-07-14,,Lisboa,Sintra,
124669,Cozinha Vegetariana,"Presspeople - Edição de Publicações, Lda",Inativo,Papel,2005-02-03,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-11-21,,Lisboa,Cascais,
124672,"Voz do Montijo, a",António Cravidão Duarte,Inativo,Papel,2005-02-07,,,Quinzenal,Registo Cancelado,2006-02-02,www.vozdomontijo.pt,Setúbal,Montijo,
124670,Tele Filmes,Tiago Mendes de Freitas Leal,Inativo,Papel,2005-02-09,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-06-23,,Lisboa,Amadora,
124671,Diferença,Fundação AFID  - Diferença,Ativo,Papel/Online,2005-02-11,Nacional,Informação Especializada,Anual,Registo Definitivo,2005-02-11,www.fund-afid.org.pt,Lisboa,Amadora,Amadora
124673,Arquitecturas,"Aboutgreen - Comunicação, Lda",Inativo,Online,2005-02-15,Nacional,Informação Especializada,Diária,Registo Cancelado Oficiosamente,2017-12-29,http://www.jornalarquitecturas.com/,Lisboa,Lisboa,Lisboa
124674,Revpress*,"Work Media - Comunicação, SA",Inativo,Papel,2005-02-21,,,Mensal,Registo Cancelado,2006-05-25,,Lisboa,Lisboa,
124675,Cinemag,Marta Albuquerque Pereira Ribeiro Carvalho,Inativo,Papel,2005-02-22,,,Bimestral,Registo Cancelado,2006-02-02,www.cinemag.com.pt,Porto,Vila Nova de Gaia,
124677,Pro-digit@l,"Fopren Luso Editorial, Unipessoal, Lda.",Inativo,Papel,2005-02-22,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2014-11-24,www.prodigital.com.pt,Lisboa,Lisboa,Lisboa
124678,FHM,Emap Consumer Media Limited,Inativo,Papel,2005-02-24,Nacional,,Mensal,Registo Cancelado,2011-05-25,,Lisboa,Oeiras,
124679,Hospital do Futuro,"Groupvision Holding, SGPS, S.A.",Inativo,Papel,2005-02-24,Nacional,Informação Especializada,Quadrimestral,Registo Cancelado Oficiosamente,2014-03-28,www.hospital do futuro.com,Lisboa,Lisboa,
124680,FotoChoque,"Cena Editorial - Edição de Publicações Periódicas, S.A.",Inativo,Papel,2005-02-28,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-07-25,,Lisboa,Sintra,
124681,Luxos & Vícios,"Nós Temos Press - Edições e Publicações, Soc. Unipessoal, Lda.",Inativo,Papel,2005-03-01,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2016-03-14,,Lisboa,Lisboa,
124682,"Montalegrense, o",José António Carvalho de Moura,Inativo,Papel,2005-03-01,,,Quinzenal,Registo Cancelado,2007-01-15,,Vila Real,Montalegre,Montalegre
124683,Sul XXI,Paulo Jorge Borrego Patacho,Inativo,Online,2005-03-01,Nacional,,Semanal,Registo Cancelado Oficiosamente,2008-06-20,www.sul21.web.pt,Setúbal,Santiago do Cacém,
124684,Casa Digital,"Goody - Consultoria, SA",Inativo,Papel,2005-03-01,Nacional,,Mensal,Registo Cancelado Oficiosamente,2009-07-16,,Lisboa,Lisboa,Lisboa
124685,O Ericeira,Pretendalcançar - Associação Imprensa Regional,Ativo,Papel,2005-03-01,Regional,Informação Geral,Mensal,Registo Definitivo,2005-03-01,,Lisboa,Mafra,Ericeira
124686,Diário de Negócios,"Publidiario Comunicação Publicidade e Internet, Lda",Inativo,Papel,2005-03-08,,,Diária,Registo Cancelado,2006-06-02,www.diariaodenegocios.com,Viana do Castelo,Viana do Castelo,
124687,Magazine Animal,Catarina Alexandra Guerra Barosa Rocha Neves,Inativo,Papel,2005-03-08,Nacional,,Mensal,Registo Cancelado Oficiosamente,2008-04-21,,Lisboa,Oeiras,
